date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2024-12-25,Calgary Flames,none,1,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,0,0,0
202402-04,Calgary Flames,none,1,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,0,0,0
2023-10-09,Carolina Hurricanes,none,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,NA,NA,NA
2023-10-11,Carolina Hurricanes,Ottawa Senators,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-10-14,Carolina Hurricanes,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,3590232.198303181,3590.2,2230.9
2023-10-15,Carolina Hurricanes,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2023-10-17,Carolina Hurricanes,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,535467.9400962438,535.5,332.7
2023-10-19,Carolina Hurricanes,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,1145973.1843597523,1146,712.1
2023-10-21,Carolina Hurricanes,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1643013.3435002319,1643,1020.9
2023-10-24,Carolina Hurricanes,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,2454025.3955914415,2454,1524.9
2023-10-26,Carolina Hurricanes,Seattle Kraken,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,943181.5506780816,943.2,586.1
2023-10-27,Carolina Hurricanes,San Jose Sharks,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-10-30,Carolina Hurricanes,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,552559.4505071025,552.6,343.3
2023-11-02,Carolina Hurricanes,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,137629.08467576618,137.6,85.5
2023-11-04,Carolina Hurricanes,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,22964.611563847666,23,14.3
2023-11-07,Carolina Hurricanes,Buffalo Sabres,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,699198.1462061191,699.2,434.5
2023-11-10,Carolina Hurricanes,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,1084459.2734724018,1084.5,673.9
2023-11-11,Carolina Hurricanes,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,289619.9784625895,289.6,180
2023-11-15,Carolina Hurricanes,Philadelphia Flyers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,943181.5506780816,943.2,586.1
2023-11-18,Carolina Hurricanes,Pittsburgh Penguins,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-11-22,Carolina Hurricanes,Edmonton Oilers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-11-24,Carolina Hurricanes,Tampa Bay Lightning,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-11-26,Carolina Hurricanes,Columbus Blue Jackets,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-11-28,Carolina Hurricanes,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,552559.4505071025,552.6,343.3
2023-11-30,Carolina Hurricanes,New York Islanders,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,552559.4505071025,552.6,343.3
2023-12-02,Carolina Hurricanes,Buffalo Sabres,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-12-04,Carolina Hurricanes,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,2161131.803928913,2161.1,1342.9
2023-12-06,Carolina Hurricanes,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,1195678.770410595,1195.7,743
2023-12-07,Carolina Hurricanes,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2023-12-09,Carolina Hurricanes,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,674474.179510419,674.5,419.1
2023-12-12,Carolina Hurricanes,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,3531581.2356880815,3531.6,2194.4
2023-12-14,Carolina Hurricanes,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,660011.4416854684,660,410.1
2023-12-15,Carolina Hurricanes,Nashville Predators,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,818196.1950506154,818.2,508.4
2023-12-17,Carolina Hurricanes,Washington Capitals,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-12-19,Carolina Hurricanes,Vegas Golden Knights,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-12-21,Carolina Hurricanes,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,527864.0204359321,527.9,328
2023-12-23,Carolina Hurricanes,New York Islanders,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,527864.0204359321,527.9,328
2023-12-27,Carolina Hurricanes,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,726624.0767838153,726.6,451.5
2023-12-28,Carolina Hurricanes,Montreal Canadiens,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,726624.0767838153,726.6,451.5
2023-12-30,Carolina Hurricanes,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,874563.9640063735,874.6,543.4
2024-01-02,Carolina Hurricanes,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,548429.137031633,548.4,340.8
2024-01-05,Carolina Hurricanes,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,330887.45605757844,330.9,205.6
2024-01-06,Carolina Hurricanes,St. Louis Blues,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,375941.0258508837,375.9,233.6
2024-01-11,Carolina Hurricanes,Anaheim Ducks,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-01-13,Carolina Hurricanes,Pittsburgh Penguins,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-01-15,Carolina Hurricanes,Los Angeles Kings,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-01-19,Carolina Hurricanes,Detroit Red Wings,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-01-21,Carolina Hurricanes,Minnesota Wild,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-01-24,Carolina Hurricanes,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,984937.9844251936,984.9,612
2024-01-25,Carolina Hurricanes,New Jersey Devils,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,984937.9844251936,984.9,612
2024-01-27,Carolina Hurricanes,Arizona Coyotes,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-06,Carolina Hurricanes,Vancouver Canucks,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-08,Carolina Hurricanes,Colorado Avalanche,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-10,Carolina Hurricanes,New Jersey Devils,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-13,Carolina Hurricanes,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1694403.6526292178,1694.4,1052.9
2024-02-16,Carolina Hurricanes,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1410148.223836049,1410.1,876.2
2024-02-17,Carolina Hurricanes,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,420963.1606222841,421,261.6
2024-02-19,Carolina Hurricanes,Chicago Blackhawks,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,3265760.45534942,3265.8,2029.3
2024-02-22,Carolina Hurricanes,Florida Panthers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-24,Carolina Hurricanes,Dallas Stars,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-02-25,Carolina Hurricanes,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,787336.134741345,787.3,489.2
2024-02-27,Carolina Hurricanes,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1162124.1039817068,1162.1,722.1
2024-02-29,Carolina Hurricanes,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,995850.9183507821,995.9,618.8
2024-03-02,Carolina Hurricanes,Winnipeg Jets,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,597105.0326112855,597.1,371
2024-03-07,Carolina Hurricanes,Montreal Canadiens,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-03-09,Carolina Hurricanes,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,677561.2100350239,677.6,421
2024-03-10,Carolina Hurricanes,Calgary Flames,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,677561.2100350239,677.6,421
2024-03-12,Carolina Hurricanes,New York Rangers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-03-14,Carolina Hurricanes,Florida Panthers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-03-16,Carolina Hurricanes,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,874563.9640063735,874.6,543.4
2024-03-17,Carolina Hurricanes,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,330239.32592693914,330.2,205.2
2024-03-19,Carolina Hurricanes,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,540885.7982922909,540.9,336.1
2024-03-21,Carolina Hurricanes,Philadelphia Flyers,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,699198.1462061191,699.2,434.5
2024-03-22,Carolina Hurricanes,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,375941.0258508837,375.9,233.6
2024-03-24,Carolina Hurricanes,Toronto Maple Leafs,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,375941.0258508837,375.9,233.6
2024-03-26,Carolina Hurricanes,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,527864.0204359321,527.9,328
2024-03-28,Carolina Hurricanes,Detroit Red Wings,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,527864.0204359321,527.9,328
2024-03-30,Carolina Hurricanes,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,1162793.616902472,1162.8,722.5
2024-04-04,Carolina Hurricanes,Boston Bruins,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,1162793.616902472,1162.8,722.5
2024-04-05,Carolina Hurricanes,Washington Capitals,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-04-07,Carolina Hurricanes,Columbus Blue Jackets,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2024-04-09,Carolina Hurricanes,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,984937.9844251936,984.9,612
2024-04-12,Carolina Hurricanes,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1668922.558209487,1668.9,1037
2024-04-14,Carolina Hurricanes,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,421075.9873636416,421.1,261.6
2024-04-16,Carolina Hurricanes,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,446492.72173221566,446.5,277.4
2024-12-25,Carolina Hurricanes,none,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,597105.0326112855,597.1,371
202402-04,Carolina Hurricanes,none,1,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,0,0,0
2023-10-09,Chicago Blackhawks,none,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,NA,NA,NA
2023-10-10,Chicago Blackhawks,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,663474.3184053442,663.5,412.3
2023-10-11,Chicago Blackhawks,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,775242.8317521064,775.2,481.7
2023-10-14,Chicago Blackhawks,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,402184.64069449913,402.2,249.9
2023-10-16,Chicago Blackhawks,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,504626.11103514134,504.6,313.6
2023-10-19,Chicago Blackhawks,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,2164786.35427816,2164.8,1345.1
2023-10-21,Chicago Blackhawks,Vegas Golden Knights,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1476866.9783539837,1476.9,917.7
2023-10-24,Chicago Blackhawks,Boston Bruins,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-10-27,Chicago Blackhawks,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,2453325.4397019236,2453.3,1524.4
2023-10-30,Chicago Blackhawks,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,420963.1606222841,421,261.6
2023-11-04,Chicago Blackhawks,Florida Panthers,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2325236.108465433,2325.2,1444.8
2023-11-05,Chicago Blackhawks,New Jersey Devils,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-11-09,Chicago Blackhawks,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,1622285.361539952,1622.3,1008
2023-11-12,Chicago Blackhawks,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,289619.9784625895,289.6,180
2023-11-16,Chicago Blackhawks,Tampa Bay Lightning,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1875055.1983176712,1875.1,1165.1
2023-11-18,Chicago Blackhawks,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,641598.3174979269,641.6,398.7
2023-11-19,Chicago Blackhawks,Buffalo Sabres,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,641598.3174979269,641.6,398.7
2023-11-22,Chicago Blackhawks,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,446492.72173221566,446.5,277.4
2023-11-24,Chicago Blackhawks,Toronto Maple Leafs,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,446492.72173221566,446.5,277.4
2023-11-26,Chicago Blackhawks,St. Louis Blues,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-11-28,Chicago Blackhawks,Seattle Kraken,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-11-30,Chicago Blackhawks,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,384817.9088785241,384.8,239.1
2023-12-02,Chicago Blackhawks,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,1370470.2373808264,1370.5,851.6
2023-12-03,Chicago Blackhawks,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,629189.0457560978,629.2,391
2023-12-05,Chicago Blackhawks,Nashville Predators,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,555531.3072086439,555.5,345.2
2023-12-07,Chicago Blackhawks,Anaheim Ducks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-12-09,Chicago Blackhawks,St. Louis Blues,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-12-10,Chicago Blackhawks,Washington Capitals,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-12-12,Chicago Blackhawks,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,2309326.5365650123,2309.3,1435
2023-12-14,Chicago Blackhawks,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,908013.9140014035,908,564.2
2023-12-17,Chicago Blackhawks,Vancouver Canucks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2790186.718383142,2790.2,1733.7
2023-12-19,Chicago Blackhawks,Colorado Avalanche,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-12-22,Chicago Blackhawks,Montreal Canadiens,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2023-12-23,Chicago Blackhawks,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,421075.9873636416,421.1,261.6
2023-12-27,Chicago Blackhawks,Winnipeg Jets,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,421075.9873636416,421.1,261.6
2023-12-29,Chicago Blackhawks,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1293700.0465703872,1293.7,803.9
2023-12-31,Chicago Blackhawks,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,0,0,0
2024-01-02,Chicago Blackhawks,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,993456.2867977842,993.5,617.3
2024-01-04,Chicago Blackhawks,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,1224530.548037213,1224.5,760.9
2024-01-05,Chicago Blackhawks,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,15100.00565921408,15.1,9.4
2024-01-07,Chicago Blackhawks,Calgary Flames,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1135147.8806430616,1135.1,705.3
2024-01-09,Chicago Blackhawks,Edmonton Oilers,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-01-11,Chicago Blackhawks,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.1437624,49.8926443,1153069.7453639766,1153.1,716.5
2024-01-13,Chicago Blackhawks,Dallas Stars,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1153069.7453639766,1153.1,716.5
2024-01-16,Chicago Blackhawks,San Jose Sharks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-01-17,Chicago Blackhawks,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,731528.2085736635,731.5,454.6
2024-01-19,Chicago Blackhawks,New York Islanders,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,731528.2085736635,731.5,454.6
2024-01-22,Chicago Blackhawks,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,2851594.6026604734,2851.6,1771.9
2024-01-24,Chicago Blackhawks,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,192556.2473019846,192.6,119.6
2024-01-25,Chicago Blackhawks,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,908013.9140014035,908,564.2
2024-01-27,Chicago Blackhawks,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,281894.74037509563,281.9,175.2
2024-02-07,Chicago Blackhawks,Minnesota Wild,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,2248295.121780254,2248.3,1397
2024-02-09,Chicago Blackhawks,New York Rangers,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-13,Chicago Blackhawks,Vancouver Canucks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-15,Chicago Blackhawks,Pittsburgh Penguins,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-17,Chicago Blackhawks,Ottawa Senators,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-19,Chicago Blackhawks,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,1028613.1419965847,1028.6,639.2
2024-02-21,Chicago Blackhawks,Philadelphia Flyers,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,1028613.1419965847,1028.6,639.2
2024-02-23,Chicago Blackhawks,Winnipeg Jets,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-25,Chicago Blackhawks,Detroit Red Wings,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-02-29,Chicago Blackhawks,Colorado Avalanche,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-03-02,Chicago Blackhawks,Columbus Blue Jackets,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-03-04,Chicago Blackhawks,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1476866.9783539837,1476.9,917.7
2024-03-05,Chicago Blackhawks,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,936540.704891935,936.5,581.9
2024-03-09,Chicago Blackhawks,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,3175871.4452581224,3175.9,1973.4
2024-03-10,Chicago Blackhawks,Arizona Coyotes,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,961535.6479051411,961.5,597.5
2024-03-12,Chicago Blackhawks,Anaheim Ducks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-03-15,Chicago Blackhawks,Los Angeles Kings,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-03-17,Chicago Blackhawks,San Jose Sharks,1,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,0,0,0
2024-03-19,Chicago Blackhawks,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,2805910.029444447,2805.9,1743.5
2024-03-21,Chicago Blackhawks,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2024-03-23,Chicago Blackhawks,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,535467.9400962438,535.5,332.7
