date,team,opponent,is_home,home_team,arena,city,capacity,lon,lat,distance,distance_km,distance_mi
2022-12-15,Los Angeles Kings,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,642382.3958746216,642.4,399.2
2022-12-17,Los Angeles Kings,San Jose Sharks,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,4176373.012010097,4176.4,2595.1
2022-12-20,Los Angeles Kings,Anaheim Ducks,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2022-12-22,Los Angeles Kings,Calgary Flames,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2022-12-23,Los Angeles Kings,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,590790.9684788712,590.8,367.1
2022-12-25,Los Angeles Kings,none,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,590790.9684788712,590.8,367.1
2022-12-27,Los Angeles Kings,Vegas Golden Knights,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2022-12-29,Los Angeles Kings,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1338474.9800233715,1338.5,831.7
2022-12-31,Los Angeles Kings,Philadelphia Flyers,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,1338474.9800233715,1338.5,831.7
2023-01-03,Los Angeles Kings,Dallas Stars,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-01-05,Los Angeles Kings,Boston Bruins,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-01-07,Los Angeles Kings,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,362988.3050952587,363,225.6
2023-01-09,Los Angeles Kings,Edmonton Oilers,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,362988.3050952587,363,225.6
2023-01-11,Los Angeles Kings,San Jose Sharks,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-01-14,Los Angeles Kings,New Jersey Devils,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-01-19,Los Angeles Kings,Dallas Stars,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-01-21,Los Angeles Kings,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,2864962.076343785,2865,1780.2
2023-01-22,Los Angeles Kings,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,641598.3174979269,641.6,398.7
2023-01-24,Los Angeles Kings,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,1073878.426737658,1073.9,667.3
2023-01-27,Los Angeles Kings,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,1602856.403608432,1602.9,996
2023-01-28,Los Angeles Kings,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,289619.9784625895,289.6,180
2023-01-31,Los Angeles Kings,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,943181.5506780816,943.2,586.1
2023-02-04,Los Angeles Kings,none,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,3590232.198303181,3590.2,2230.9
2023-02-11,Los Angeles Kings,Pittsburgh Penguins,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-02-13,Los Angeles Kings,Buffalo Sabres,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-02-17,Los Angeles Kings,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2023-02-18,Los Angeles Kings,Arizona Coyotes,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,44590.21555509094,44.6,27.7
2023-02-21,Los Angeles Kings,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2464387.083239397,2464.4,1531.3
2023-02-23,Los Angeles Kings,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,1610349.2365347156,1610.3,1000.6
2023-02-24,Los Angeles Kings,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,37623.177988894386,37.6,23.4
2023-02-26,Los Angeles Kings,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,22964.611563847666,23,14.3
2023-02-28,Los Angeles Kings,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,2065929.3606216954,2065.9,1283.7
2023-03-02,Los Angeles Kings,Montreal Canadiens,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,2467203.193253571,2467.2,1533.1
2023-03-04,Los Angeles Kings,St. Louis Blues,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-06,Los Angeles Kings,Washington Capitals,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-09,Los Angeles Kings,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1338474.9800233715,1338.5,831.7
2023-03-11,Los Angeles Kings,Nashville Predators,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,1338474.9800233715,1338.5,831.7
2023-03-14,Los Angeles Kings,New York Islanders,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-16,Los Angeles Kings,Columbus Blue Jackets,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-18,Los Angeles Kings,Vancouver Canucks,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-20,Los Angeles Kings,Calgary Flames,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-25,Los Angeles Kings,Winnipeg Jets,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-26,Los Angeles Kings,St. Louis Blues,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-03-28,Los Angeles Kings,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,1922329.238228948,1922.3,1194.5
2023-03-30,Los Angeles Kings,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,281894.74037509563,281.9,175.2
2023-04-01,Los Angeles Kings,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,908013.9140014035,908,564.2
2023-04-02,Los Angeles Kings,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,192556.2473019846,192.6,119.6
2023-04-04,Los Angeles Kings,Edmonton Oilers,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,1742135.8184064252,1742.1,1082.5
2023-04-06,Los Angeles Kings,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,362988.3050952587,363,225.6
2023-04-08,Los Angeles Kings,Colorado Avalanche,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,362988.3050952587,363,225.6
2023-04-10,Los Angeles Kings,Vancouver Canucks,1,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,0,0,0
2023-04-13,Los Angeles Kings,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2022-10-06,Minnesota Wild,none,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,NA,NA,NA
2022-10-13,Minnesota Wild,New York Rangers,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-10-15,Minnesota Wild,Los Angeles Kings,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-10-17,Minnesota Wild,Colorado Avalanche,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-10-20,Minnesota Wild,Vancouver Canucks,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-10-22,Minnesota Wild,Boston Bruins,0,Boston Bruins,TD Garden,"Boston, Massachusetts",17565,-71.062146,42.366198,1792268.5200924806,1792.3,1113.7
2022-10-25,Minnesota Wild,Montreal Canadiens,0,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,402184.64069449913,402.2,249.9
2022-10-27,Minnesota Wild,Ottawa Senators,0,Ottawa Senators,Canadian Tire Centre,"Ottawa, Ontario",18652,-75.926823,45.2969151,185603.87610454514,185.6,115.3
2022-10-29,Minnesota Wild,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,660011.4416854684,660,410.1
2022-10-30,Minnesota Wild,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,384817.9088785241,384.8,239.1
2022-11-01,Minnesota Wild,Montreal Canadiens,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,555531.3072086439,555.5,345.2
2022-11-03,Minnesota Wild,Seattle Kraken,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-11-08,Minnesota Wild,Los Angeles Kings,0,Los Angeles Kings,Crypto.com Arena,"Los Angeles, California",18230,-118.2672541,34.0430175,2464387.083239397,2464.4,1531.3
2022-11-09,Minnesota Wild,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,44590.21555509094,44.6,27.7
2022-11-11,Minnesota Wild,Seattle Kraken,0,Seattle Kraken,Climate Pledge Arena,"Seattle, Washington",17151,-122.3540714,47.62207129999999,1582805.6081249462,1582.8,983.5
2022-11-13,Minnesota Wild,San Jose Sharks,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2256547.3237129045,2256.5,1402.2
2022-11-15,Minnesota Wild,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,1113756.3354852085,1113.8,692.1
2022-11-17,Minnesota Wild,Pittsburgh Penguins,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1113756.3354852085,1113.8,692.1
2022-11-19,Minnesota Wild,Carolina Hurricanes,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-11-23,Minnesota Wild,Winnipeg Jets,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-11-25,Minnesota Wild,Toronto Maple Leafs,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-11-27,Minnesota Wild,Arizona Coyotes,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-01,Minnesota Wild,Edmonton Oilers,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-03,Minnesota Wild,Anaheim Ducks,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-04,Minnesota Wild,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1390268.248505878,1390.3,863.9
2022-12-07,Minnesota Wild,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,2469725.9195096847,2469.7,1534.6
2022-12-09,Minnesota Wild,Edmonton Oilers,0,Edmonton Oilers,Rogers Place,"Edmonton, Alberta",18347,-113.4978004,53.54697549999999,281894.74037509563,281.9,175.2
2022-12-10,Minnesota Wild,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,818126.8676329333,818.1,508.4
2022-12-12,Minnesota Wild,Edmonton Oilers,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2307938.9596647336,2307.9,1434.1
2022-12-14,Minnesota Wild,Detroit Red Wings,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-16,Minnesota Wild,Chicago Blackhawks,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-18,Minnesota Wild,Ottawa Senators,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2022-12-21,Minnesota Wild,Anaheim Ducks,0,Anaheim Ducks,Honda Center,"Anaheim, California",17174,-117.8764687,33.8078476,2451577.3342757276,2451.6,1523.3
2022-12-22,Minnesota Wild,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,535467.9400962438,535.5,332.7
2022-12-25,Minnesota Wild,none,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2542942.867420907,2542.9,1580.1
2022-12-27,Minnesota Wild,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,629189.0457560982,629.2,391
2022-12-29,Minnesota Wild,Dallas Stars,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,629189.0457560982,629.2,391
2022-12-31,Minnesota Wild,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,743137.7663077692,743.1,461.8
2023-01-04,Minnesota Wild,Tampa Bay Lightning,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,743137.7663077692,743.1,461.8
2023-01-07,Minnesota Wild,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,1162124.1039817068,1162.1,722.1
2023-01-08,Minnesota Wild,St. Louis Blues,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1162124.1039817068,1162.1,722.1
2023-01-10,Minnesota Wild,New York Rangers,0,New York Rangers,Madison Square Garden,"New York City, New York",18006,-73.9934387,40.7505045,1623385.0402885545,1623.4,1008.7
2023-01-12,Minnesota Wild,New York Islanders,0,New York Islanders,UBS Arena,"Elmont, New York",17113,-73.7260398,40.71179009999999,22964.611563847666,23,14.3
2023-01-14,Minnesota Wild,Arizona Coyotes,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1645827.7613027908,1645.8,1022.7
2023-01-17,Minnesota Wild,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,1488611.417809398,1488.6,925
2023-01-19,Minnesota Wild,Carolina Hurricanes,0,Carolina Hurricanes,PNC Arena,"Raleigh, North Carolina",18680,-78.7218018,35.803329,375941.0258508837,375.9,233.6
2023-01-21,Minnesota Wild,Florida Panthers,0,Florida Panthers,FLA Live Arena,"Sunrise, Florida",19250,-80.3255204,26.1584958,1084459.2734724018,1084.5,673.9
2023-01-24,Minnesota Wild,Tampa Bay Lightning,0,Tampa Bay Lightning,Amalie Arena,"Tampa, Florida",19092,-82.4517771,27.9427373,289619.9784625895,289.6,180
2023-01-26,Minnesota Wild,Philadelphia Flyers,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2114888.8790656594,2114.9,1314.1
2023-01-28,Minnesota Wild,Buffalo Sabres,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-04,Minnesota Wild,none,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-06,Minnesota Wild,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,2060989.2709776612,2061,1280.6
2023-02-08,Minnesota Wild,Dallas Stars,0,Dallas Stars,American Airlines Center,"Dallas, Texas",18532,-96.810883,32.790527,1410148.223836049,1410.1,876.2
2023-02-09,Minnesota Wild,Vegas Golden Knights,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1390268.248505878,1390.3,863.9
2023-02-11,Minnesota Wild,New Jersey Devils,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-13,Minnesota Wild,Florida Panthers,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-15,Minnesota Wild,Colorado Avalanche,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-17,Minnesota Wild,Dallas Stars,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-19,Minnesota Wild,Nashville Predators,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-21,Minnesota Wild,Los Angeles Kings,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-02-23,Minnesota Wild,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,995850.9183507821,995.9,618.8
2023-02-24,Minnesota Wild,Toronto Maple Leafs,0,Toronto Maple Leafs,Scotiabank Arena,"Toronto, Ontario",18800,-79.3790989,43.6434661,507691.1537384196,507.7,315.5
2023-02-26,Minnesota Wild,Columbus Blue Jackets,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1101472.8436442974,1101.5,684.4
2023-02-28,Minnesota Wild,New York Islanders,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-03-02,Minnesota Wild,Vancouver Canucks,0,Vancouver Canucks,Rogers Arena,"Vancouver, British Columbia",18910,-123.1088227,49.2778358,2307938.9596647336,2307.9,1434.1
2023-03-04,Minnesota Wild,Calgary Flames,0,Calgary Flames,Scotiabank Saddledome,"Calgary, Alberta",19289,-114.0519341,51.0374336,674474.179510419,674.5,419.1
2023-03-07,Minnesota Wild,Calgary Flames,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1694301.0079416698,1694.3,1052.8
2023-03-08,Minnesota Wild,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,629189.0457560982,629.2,391
2023-03-11,Minnesota Wild,San Jose Sharks,0,San Jose Sharks,SAP Center,"San Jose, California",17562,-121.9020006,37.3329688,2418146.6942704306,2418.1,1502.6
2023-03-12,Minnesota Wild,Arizona Coyotes,0,Arizona Coyotes,ASU Multi-Purpose Arena,"Tempe, Arizona",5000,-111.9280527,33.4242399,1003668.9325918,1003.7,623.7
2023-03-15,Minnesota Wild,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,2034287.312689074,2034.3,1264.1
2023-03-18,Minnesota Wild,Boston Bruins,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,743137.7663077692,743.1,461.8
2023-03-19,Minnesota Wild,Washington Capitals,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-03-21,Minnesota Wild,New Jersey Devils,0,New Jersey Devils,Prudential Center,"Newark, New Jersey",16514,-74.1710659,40.733537,1610349.2365347156,1610.3,1000.6
2023-03-23,Minnesota Wild,Philadelphia Flyers,0,Philadelphia Flyers,Wells Fargo Center,"Philadelphia, Pennsylvania",19543,-75.17197949999999,39.9012015,125705.8044611412,125.7,78.1
2023-03-25,Minnesota Wild,Chicago Blackhawks,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1572460.4421544687,1572.5,977.1
2023-03-27,Minnesota Wild,Seattle Kraken,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,0,0,0
2023-03-29,Minnesota Wild,Colorado Avalanche,0,Colorado Avalanche,Ball Arena,"Denver, Colorado",17809,-105.0076028,39.7486565,1135982.2878293828,1136,705.9
2023-04-01,Minnesota Wild,Vegas Golden Knights,0,Vegas Golden Knights,T-Mobile Arena,"Paradise, Nevada",17368,-115.1781463,36.102909,980170.3126447948,980.2,609.1
2023-04-03,Minnesota Wild,Vegas Golden Knights,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,2102001.6698546144,2102,1306.1
2023-04-06,Minnesota Wild,Pittsburgh Penguins,0,Pittsburgh Penguins,PPG Paints Arena,"Pittsburgh, Pennsylvania",18387,-79.98955289999999,40.4393097,1182303.6032781973,1182.3,734.7
2023-04-08,Minnesota Wild,St. Louis Blues,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,1182303.6032781973,1182.3,734.7
2023-04-10,Minnesota Wild,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,555531.3072086439,555.5,345.2
2023-04-11,Minnesota Wild,Winnipeg Jets,1,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,555531.3072086439,555.5,345.2
2023-04-13,Minnesota Wild,Nashville Predators,0,Nashville Predators,Bridgestone Arena,"Nashville, Tennessee",17159,-86.7784959,36.1591736,1113756.3354852085,1113.8,692.1
2022-10-06,Montreal Canadiens,none,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,NA,NA,NA
2022-10-12,Montreal Canadiens,Toronto Maple Leafs,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-10-14,Montreal Canadiens,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,837100.5644471588,837.1,520.2
2022-10-15,Montreal Canadiens,Washington Capitals,0,Washington Capitals,Capital One Arena,"Washington, D.C.",18506,-77.02085679999999,38.8981675,637594.1971653843,637.6,396.2
2022-10-17,Montreal Canadiens,Pittsburgh Penguins,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,787499.7778792498,787.5,489.3
2022-10-20,Montreal Canadiens,Arizona Coyotes,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-10-22,Montreal Canadiens,Dallas Stars,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-10-25,Montreal Canadiens,Minnesota Wild,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-10-27,Montreal Canadiens,Buffalo Sabres,0,Buffalo Sabres,KeyBank Center,"Buffalo, New York",19070,-78.8765439,42.8750811,514225.0241470111,514.2,319.5
2022-10-29,Montreal Canadiens,St. Louis Blues,0,St. Louis Blues,Enterprise Center,"St. Louis, Missouri",18096,-90.20267830000002,38.6268402,1064574.41413907,1064.6,661.5
2022-11-01,Montreal Canadiens,Minnesota Wild,0,Minnesota Wild,Xcel Energy Center,"Saint Paul, Minnesota",17954,-93.100167,44.944596,743137.7663077692,743.1,461.8
2022-11-03,Montreal Canadiens,Winnipeg Jets,0,Winnipeg Jets,Canada Life Centre,"Winnipeg, Manitoba",15321,-97.14376240000001,49.8926443,629189.0457560982,629.2,391
2022-11-05,Montreal Canadiens,Vegas Golden Knights,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,1824382.1702741939,1824.4,1133.6
2022-11-08,Montreal Canadiens,Detroit Red Wings,0,Detroit Red Wings,Little Caesars Arena,"Detroit, Michigan",19515,-83.0552673,42.3411026,837100.5644471588,837.1,520.2
2022-11-09,Montreal Canadiens,Vancouver Canucks,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,837100.5644471588,837.1,520.2
2022-11-12,Montreal Canadiens,Pittsburgh Penguins,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-11-15,Montreal Canadiens,New Jersey Devils,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-11-17,Montreal Canadiens,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,985725.984352709,985.7,612.5
2022-11-19,Montreal Canadiens,Philadelphia Flyers,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,985725.984352709,985.7,612.5
2022-11-22,Montreal Canadiens,Buffalo Sabres,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,0,0,0
2022-11-23,Montreal Canadiens,Columbus Blue Jackets,0,Columbus Blue Jackets,Nationwide Arena,"Columbus, Ohio",18144,-83.0060483,39.9692072,985725.984352709,985.7,612.5
2022-11-25,Montreal Canadiens,Chicago Blackhawks,0,Chicago Blackhawks,United Center,"Chicago, Illinois",19717,-87.6741759,41.880690800000004,446492.72173221566,446.5,277.4
2022-11-29,Montreal Canadiens,San Jose Sharks,1,Montreal Canadiens,Bell Centre,"Montreal, Quebec",21105,-73.5693153,45.4960667,1202647.3589041224,1202.6,747.3
